0.533677 , 1.01599
0.542156 , 1.01961
0.550897 , 1.02412
0.558934 , 1.02467
0.566163 , 1.02128
0.573775 , 1.01976
0.581372 , 1.01818
0.588489 , 1.01461
0.597726 , 1.01961
0.607562 , 1.02643
0.615728 , 1.02647
0.624442 , 1.02833
0.632655 , 1.02822
0.640034 , 1.02518
0.647085 , 1.02113
0.654682 , 1.01891
0.662874 , 1.01851
0.669813 , 1.01428
0.67702 , 1.01093
0.683856 , 1.00659
0.692 , 1.00592
0.701199 , 1.00795
0.70867 , 1.00526
0.716116 , 1.00252
0.723164 , 0.998783
0.733981 , 1.00415
0.740634 , 0.999355
0.749214 , 0.999057
0.754978 , 0.992333
0.765607 , 0.996403
0.773807 , 0.994959
0.779435 , 0.988065
0.791084 , 0.993621
0.801525 , 0.996376
0.808876 , 0.992825
0.816195 , 0.98921
0.823949 , 0.986408
0.830734 , 0.981789
0.841815 , 0.984933
0.849059 , 0.981033
0.860749 , 0.984814
0.867483 , 0.979894
0.875191 , 0.976624
0.886519 , 0.979216
0.893705 , 0.974929
0.900316 , 0.969741
0.9085 , 0.967003
0.919973 , 0.969162
0.932077 , 0.97201
0.939756 , 0.968151
0.94512 , 0.960957
0.958498 , 0.965079
0.964375 , 0.958559
0.971365 , 0.953599
0.983705 , 0.955739
0.995518 , 0.956935
1.00249 , 0.951706
1.01499 , 0.953437
1.02318 , 0.949589
1.03515 , 0.950276
1.0427 , 0.945469
1.05409 , 0.945143
1.06225 , 0.940914
1.07501 , 0.941835
1.08583 , 0.940371
1.09331 , 0.935097
1.10483 , 0.934136
1.11363 , 0.930135
1.12658 , 0.930355
1.13748 , 0.92827
1.15051 , 0.928177
1.15791 , 0.922308
1.16885 , 0.919845
1.18196 , 0.919316
1.19585 , 0.919302
1.20613 , 0.915722
1.21418 , 0.910013
1.22816 , 0.909531
1.23843 , 0.905578
1.25324 , 0.90541
1.26581 , 0.903109
1.27995 , 0.901923
1.29025 , 0.897392
1.30522 , 0.896488
1.31789 , 0.893526
1.33136 , 0.891013
1.34007 , 0.884694
1.35195 , 0.88067
1.36705 , 0.87886
1.37895 , 0.874506
1.39328 , 0.871734
1.4101 , 0.870477
1.42863 , 0.870112
1.43974 , 0.864473
1.45334 , 0.860344
1.47198 , 0.859284
1.48476 , 0.854211
1.49754 , 0.84897
1.51628 , 0.847202
1.53678 , 0.846187
1.54872 , 0.839816
1.56843 , 0.837771
1.58819 , 0.835438
1.60712 , 0.832331
1.62344 , 0.827521
1.63711 , 0.821075
1.65786 , 0.818126
1.67687 , 0.813962
1.69678 , 0.809965
1.71672 , 0.805673
1.7439 , 0.804524
1.76571 , 0.800422
1.78664 , 0.795576
1.81489 , 0.793669
1.82761 , 0.784544
1.61019 , 0.677532
1.47696 , 0.609913
1.46318 , 0.59337
1.45011 , 0.577465
1.44059 , 0.56325
1.42154 , 0.545717
1.41824 , 0.534371
1.40163 , 0.51842
1.3867 , 0.503435
1.37729 , 0.490643
1.37247 , 0.479591
1.35992 , 0.466224
1.34817 , 0.45339
1.3334 , 0.439922
1.32711 , 0.429228
1.3207 , 0.418661
1.30261 , 0.405089
1.29789 , 0.395386
1.29404 , 0.386025
1.2765 , 0.373441
1.27147 , 0.364135
1.26731 , 0.35515
1.27283 , 0.348363
1.27633 , 0.341088
1.26215 , 0.330267
1.28218 , 0.32621
1.29237 , 0.320044
1.30253 , 0.313712
1.31165 , 0.307057
1.3217 , 0.300405
1.32974 , 0.293303
1.33969 , 0.286343
1.34761 , 0.278964
1.35844 , 0.271812
1.35633 , 0.263057
1.37696 , 0.256666
1.38463 , 0.248725
1.3982 , 0.241159
1.39481 , 0.232085
1.39929 , 0.223608
1.41763 , 0.21587
1.41998 , 0.207026
1.54772 , 0.203298
2.29199 , 0.217374
2.2932 , 0.200911
2.2863 , 0.184306
2.28523 , 0.167858
2.27605 , 0.151443
2.27569 , 0.135087
2.27519 , 0.118732
2.26658 , 0.102603
2.26578 , 0.086324
2.26386 , 0.0700958
2.26377 , 0.053783
2.25461 , 0.0380214
2.25226 , 0.0219105
2.24976 , 0.00582605
2.24911 , -0.0104044
2.24832 , -0.02664
2.2365 , -0.0417238
2.23444 , -0.0577572
2.23224 , -0.073775
2.2299 , -0.0897744
2.22742 , -0.105755
2.2248 , -0.121716
2.22301 , -0.137812
2.22011 , -0.153738
2.20826 , -0.168084
2.20509 , -0.183886
2.20276 , -0.199851
2.19931 , -0.215609
2.20252 , -0.232786
2.19974 , -0.248759
2.1862 , -0.262259
2.19088 , -0.279967
2.18576 , -0.295389
2.18147 , -0.31101
2.18567 , -0.328906
2.17248 , -0.342141
2.16778 , -0.357651
2.1715 , -0.375657
2.1665 , -0.391161
2.16987 , -0.409308
2.1627 , -0.424189
2.15915 , -0.440251
2.15265 , -0.455332
2.14789 , -0.471013
2.14206 , -0.486322
2.14443 , -0.504705
2.1383 , -0.519989
2.13112 , -0.534858
2.12564 , -0.5504
2.12642 , -0.568556
2.11973 , -0.58369
2.12015 , -0.601924
2.11227 , -0.616605
2.11235 , -0.634904
2.10597 , -0.650341
2.10658 , -0.66914
2.09812 , -0.683678
2.09837 , -0.702551
2.08962 , -0.717007
2.08863 , -0.73549
2.08222 , -0.751244
2.07999 , -0.769315
2.08016 , -0.788862
2.06982 , -0.802644
2.07132 , -0.823243
2.06748 , -0.840935
2.0584 , -0.855588
2.05675 , -0.874809
2.05572 , -0.894608
2.04699 , -0.909695
2.04391 , -0.928482
2.04145 , -0.947846
2.03877 , -0.967255
2.03587 , -0.986707
2.0255 , -1.0011
2.02943 , -1.02573
2.01553 , -1.03775
1.8182 , -0.91332
1.77634 , -0.901457
1.74182 , -0.894364
1.69748 , -0.878851
1.66814 , -0.87433
1.62906 , -0.861303
1.60624 , -0.860869
1.57149 , -0.849963
1.54973 , -0.849435
1.51845 , -0.840189
1.48303 , -0.826553
1.4647 , -0.827573
1.43777 , -0.820349
1.41106 , -0.812733
1.39026 , -0.810167
1.37029 , -0.808002
1.34276 , -0.797956
1.32311 , -0.795184
1.2981 , -0.786513
1.27808 , -0.782452
1.25484 , -0.774538
1.24048 , -0.775675
1.22221 , -0.772271
1.20407 , -0.768623
1.1893 , -0.768427
1.16948 , -0.76209
1.15048 , -0.75623
1.13164 , -0.750113
1.11856 , -0.75059
1.10062 , -0.744777
1.08163 , -0.737179
1.06944 , -0.737872
1.05551 , -0.736076
1.04167 , -0.734106
1.02213 , -0.724037
1.01369 , -0.728859
1.00239 , -0.729589
0.984998 , -0.721304
0.971108 , -0.717662
0.958416 , -0.715483
0.947954 , -0.71644
0.933825 , -0.711494
0.921393 , -0.708864
0.910593 , -0.708596
0.897314 , -0.704003
0.884658 , -0.700091
0.873586 , -0.698575
0.863065 , -0.697787
0.851173 , -0.694308
0.837979 , -0.688102
0.830914 , -0.692996
0.819279 , -0.689127
0.804636 , -0.679
0.793704 , -0.675712
0.786297 , -0.679356
0.775491 , -0.675849
0.765193 , -0.673107
0.757004 , -0.674718
0.746036 , -0.669972
0.735185 , -0.665099
0.725213 , -0.661909
0.7157 , -0.659517
0.708449 , -0.662487
0.69796 , -0.657169
0.687593 , -0.651731
0.678371 , -0.648936
0.668892 , -0.64512
0.659831 , -0.642128
0.654324 , -0.64926
0.642248 , -0.636787
0.633114 , -0.632579
0.625823 , -0.633897
0.619097 , -0.637028
0.609315 , -0.629737
0.603144 , -0.634621
0.592265 , -0.622408
0.584615 , -0.62146
0.57724 , -0.621391
0.568489 , -0.615531
0.561877 , -0.618181
0.555017 , -0.619821
0.546487 , -0.613719
0.540067 , -0.617148
0.53322 , -0.618599
0.524909 , -0.612265
0.518454 , -0.615519
0.510146 , -0.608064
0.503852 , -0.612166
0.495878 , -0.605529
0.488725 , -0.603678
0.480966 , -0.596888
0.475401 , -0.606607
0.467869 , -0.600662
0.46118 , -0.601488
0.45439 , -0.601276
0.446656 , -0.59023
0.440298 , -0.593813
0.433813 , -0.596363
0.427108 , -0.595912
0.419999 , -0.587542
0.413565 , -0.590903
0.406936 , -0.590275
0.40035 , -0.590575
0.393623 , -0.582941
0.387129 , -0.586079
0.380584 , -0.582267
0.374115 , -0.577413
0.367561 , -0.582353
0.361077 , -0.581326
0.354821 , -0.574336
0.348211 , -0.578121
0.341742 , -0.577913
0.335154 , -0.579615
0.329021 , -0.574377
0.321884 , -0.582849
0.315378 , -0.582413
0.309546 , -0.575049
0.30311 , -0.574507
0.296906 , -0.571948
0.290015 , -0.575213
0.284231 , -0.56961
0.277849 , -0.568848
0.271473 , -0.568031
0.264951 , -0.568134
0.258255 , -0.569153
0.252746 , -0.563305
